C22145380,277
C22046626,274
C22012069,270
S22340634,266
C22007863,265
C22008408,265
C22000244,264
C22059061,264
S22525405,264
C22140830,263
S22130779,261
C22010185,260
S22591902,259
C22015208,257
C22021057,257
C22617511,257
C22661355,257
S22128532,256
C22696488,256
C22030947,255
C22657250,255
C22007741,254
C22032963,254
C22009674,253
C22033497,253
C22624758,253
C22648183,253
C22078524,252
C22169499,252
C22628667,252
C22020498,250
C22083295,250
C22150004,249
S22130620,249
C22002377,247
C22130839,247
C22605210,247
C22047116,246
C22049725,246
C22068183,246
C22134269,246
C22679174,246
C22688555,246
C22700828,246
C22032170,245
C22005225,244
C22062254,244
C22601958,244
C22605915,244
C22950267,244
C22000651,243
C22004500,243
C22015820,243
C22018634,243
C22064144,243
C22098093,243
C22170928,243
C22595422,243
C22631966,243
C22625717,243
C22008951,242
C22016290,242
C22045955,242
C22140340,242
C22631125,242
C22640000,242
C22047737,241
C22618988,241
S22340819,240
C22700508,240
C22609563,239
C22697299,239
C22025042,238
C22047502,238
C22140480,238
S22137098,238
C22004902,237
C22011963,237
C22690237,237
C22035440,236
C22060733,236
C22138820,236
C22616346,236
C22002582,235
C22146885,235
C22688691,235
C22689251,235
C22690327,235
C22693755,235
C22005656,234
C22023433,234
C22042799,234
S22125914,234
C22634696,234
C22668093,234
C22698320,234
C22013708,233
C22015683,233
C22635460,233
C22005834,232
C22006499,232
C22016973,232
S22129930,232
C22592432,232
C22685182,232
C22695149,232
C22702833,232
C22088674,231
C22687666,231
C22000594,230
C22013617,230
C22030533,230
C22173340,230
C22597804,230
C22618269,230
C22659751,230
C22696995,230
C22003134,229
C22011447,229
C22014925,229
C22017839,229
C22024181,229
S22154960,229
S22159528,228
C22637516,228
C22704330,228
C22633108,228
C22015044,227
C22017099,227
C22029167,227
C22030013,227
C22344334,227
C22597050,227
C22647405,227
C22004848,226
C22018480,226
C22043870,226
C22050901,226
C22168199,226
C22628349,226
C22631654,226
C22951878,226
C22059798,225
C22065212,225
S22138306,225
C22614528,225
C22008551,224
C22033250,224
C22151442,224
C22008301,223
C22017366,223
S22344027,223
C22657462,223
C22032026,222
C22066807,222
C22144196,222
C22602777,222
C22695582,222
C22950489,222
C22025307,221
C22062930,221
C22080571,221
C22146399,221
C22171677,221
C22639211,221
C22672701,221
C22001866,220
C22129678,220
C22139158,220
C22620517,220
C22695385,220
C22010900,219
C22017242,219
C22019472,219
C22045374,219
C22048640,219
C22703669,219
C22708780,219
C22710241,219
C22015504,218
S22133180,218
C22622757,218
C22630901,218
C22641797,218
C22656826,218
C22015969,217
C22051873,217
S22159722,217
C22636334,217
C22663003,217
C22670502,217
C22674176,217
C22688329,217
C22950761,217
C22030456,216
C22147776,216
C22594459,216
C22000752,215
C22010496,215
C22034210,215
C22058489,215
C22067983,215
C22129911,215
C22595301,215
C22598739,215
C22599141,215
C22674266,215
C22680857,215
C22697328,215
C22951103,215
C22056239,214
C22139943,214
C22151558,214
C22171380,214
C22173144,214
C22606506,214
C22647192,214
C22903350,214
C22003838,213
C22031528,213
C22034043,213
C22047330,213
C22145490,213
C22173701,213
S22159399,213
C22602933,213
C22694661,213
C22002144,212
C22004282,212
C22019545,212
C22064608,212
C22069033,212
C22157598,212
C22170477,212
C22651720,212
C22656110,212
C22702053,212
C22019007,211
C22020972,211
C22141173,211
C22141400,211
C22600657,211
C22638280,211
C22677930,211
C22678956,211
C22683924,211
C22697795,211
C22698421,211
C22001266,210
C22012266,210
C22013517,210
C22034682,210
C22063385,210
C22064758,210
C22138600,210
C22613375,210
C22622497,210
C22693987,210
C22699044,210
C22700770,210
C22951577,210
C22001266,210
C22019146,209
C22039450,209
C22148455,209
C22657734,209
C22689521,209
C22691197,209
C22061150,208
C22596454,208
C22613853,208
C22647248,208
C22678599,208
C22621700,208
C22129742,207
C22140504,207
C22168481,207
C22607425,207
C22674769,207
C22691937,207
C22008675,206
C22010259,206
C22013292,206
C22021829,206
C22024900,206
C22030798,206
C22134308,206
C22594810,206
C22697638,206
C22008059,205
C22018232,205
C22019289,205
C22028676,205
C22149531,205
C22173509,205
S22158473,205
C22592353,205
C22617092,205
C22902528,205
C22951344,205
C22628586,205
C22006047,204
C22009564,204
C22035639,204
C22044440,204
C22060542,204
S22128340,204
C22617388,204
C22622559,204
C22640665,204
C22676871,204
C22013965,203
C22017916,203
C22026498,203
C22028991,203
C22619377,203
C22688857,203
C22900045,203
C22007333,202
C22029365,202
C22348134,202
C22633643,202
C22636548,202
C22677732,202
C22696543,202
C22007205,201
C22019832,201
C22345157,201
C22593445,201
C22607124,201
C22628127,201
C22006973,200
C22058713,200
C22066296,200
C22157664,200
C22165902,200
C22632880,200
C22660810,200
C22677549,200
C22901129,200
C22001977,199
C22020543,199
C22022261,199
C22067187,199
C22136631,199
C22619519,199
C22638439,199
C22662238,199
C22691544,199
C22695705,199
C22047824,198
C22142749,198
C22147697,198
C22624935,198
C22644329,198
C22684318,198
C22691784,198
C22016588,197
C22060378,197
C22078421,197
C22174482,197
C22593541,197
C22667605,197
C22707218,197
C22711398,197
C22023756,196
C22133197,196
C22601120,196
C22660028,196
C22014047,195
C22026608,195
C22061027,195
C22141502,195
C22166459,195
C22627504,195
C22628425,195
C22033675,194
C22062194,194
C22063200,194
C22142191,194
C22900751,194
C22346712,193
C22623561,193
C22637476,193
C22012919,192
C22045725,192
C22065458,192
C22605504,192
C22646457,192
C22656686,192
C22011099,191
C22344722,191
C22600958,191
C22708533,191
C22126708,190
S22133650,190
S22140185,190
C22136490,189
C22142819,189
C22345406,189
C22596352,189
C22646245,189
C22654542,189
C22667586,189
C22676705,189
C22679886,189
C22690669,189
C22027214,188
C22031461,188
OC2701794,188
C22065359,188
C22130380,188
S22150264,188
