S22525405,280
S22340634,266
S22128532,261
C22134269,259
C22007741,257
C22032963,257
C22657250,257
C22012069,254
C22002377,253
S22137098,253
C22609563,253
C22601958,251
C22605915,250
C22628667,250
C22046626,249
C22008551,247
C22068183,247
C22010185,246
C22030947,246
C22140480,246
C22140830,246
C22616346,246
C22014925,245
C22047737,245
C22098093,245
C22150004,245
S22129930,245
S22591902,244
S22340819,244
C22620517,244
C22679174,244
C22688555,244
C22002582,243
C22008408,243
C22009674,243
C22029167,243
C22618269,243
C22030533,242
C22130839,241
S22130620,241
C22614528,241
C22702833,241
C22059061,240
C22060733,240
C22063200,240
S22344027,240
C22636334,240
C22638280,240
C22013708,239
S22154960,239
C22595301,239
C22674769,239
C22016973,238
C22597804,238
C22624758,238
C22661355,238
C22688691,238
C22001866,237
C22003134,237
C22007863,237
C22018480,237
C22018634,237
C22024181,237
C22144196,237
C22169499,237
C22625717,237
C22631966,237
C22654232,237
C22005225,236
C22064144,236
C22078524,236
C22145380,236
S22138306,236
C22595422,236
C22656110,236
C22006973,235
C22032170,235
C22045955,235
C22628425,235
C22000244,234
C22004500,234
C22008059,234
C22020498,234
C22008951,233
C22025042,233
C22646245,233
C22655001,233
C22659751,233
C22690237,233
C22700828,233
C22951103,233
C22008301,232
C22015820,232
C22015969,232
C22016290,232
C22062254,232
C22079582,232
C22026498,231
C22129678,231
C22647405,231
C22693558,231
C22693755,231
C22045163,230
C22060378,230
C22138820,230
C22141400,230
C22696488,230
C22700244,230
C22067205,229
C22070037,229
C22151442,229
C22170928,229
C22617511,229
C22631125,229
C22647248,229
C22657462,229
C22141173,228
C22605210,228
C22004848,227
C22025307,227
C22061150,227
S22128340,227
C22004902,226
C22083295,226
C22173340,226
C22638398,226
C22708533,226
C22018232,225
C22604072,225
C22606506,225
C22637516,225
C22005834,224
C22015208,224
C22030798,224
S22159528,224
C22622093,224
C22006499,223
C22035440,223
C22080571,223
C22151558,223
C22173701,223
S22130779,223
C22344334,223
